fecha,blockchain,token,nombre,precio,ranking,categoria
2024-05-01,aptos-ecosystem,BONK,Bonk,"$0,00002261",2,meme
2024-05-01,aptos-ecosystem,CDT,CheckDot,"$0,4435",14,ia
2024-05-01,aptos-ecosystem,MBX,Marblex,"$0,7529",6,game
2024-05-01,aptos-ecosystem,TIN,Token IN,"$0,05304",15,game
2024-05-01,aptos-ecosystem,PROPS,Propbase,"$0,1349",8,rwa
2024-05-01,arbitrum-ecosystem,PEPE,Pepe,$0.056616,7,meme
2024-05-01,arbitrum-ecosystem,BONK,Bonk,"$0,00002275",14,meme
2024-05-01,arbitrum-ecosystem,DOG,The Doge NFT,"$0,01262",42,meme
2024-05-01,arbitrum-ecosystem,LADYS,Milady Meme Coin,$0.061520,56,meme
2024-05-01,arbitrum-ecosystem,CAW,crow with knife,$0.061334,65,meme
2024-05-01,arbitrum-ecosystem,AIDOGE,ArbDoge AI,$0.093693,76,meme
2024-05-01,arbitrum-ecosystem,PEPE,Pepe,$0.056616,107,meme
2024-05-01,arbitrum-ecosystem,BONK,Bonk,"$0,00002275",114,meme
2024-05-01,arbitrum-ecosystem,DOG,The Doge NFT,"$0,01262",142,meme
2024-05-01,arbitrum-ecosystem,LADYS,Milady Meme Coin,$0.061520,156,meme
2024-05-01,arbitrum-ecosystem,CAW,crow with knife,$0.061334,165,meme
2024-05-01,arbitrum-ecosystem,AIDOGE,ArbDoge AI,$0.093693,176,meme
2024-05-01,arbitrum-ecosystem,PEPE,Pepe,$0.056616,207,meme
2024-05-01,arbitrum-ecosystem,BONK,Bonk,"$0,00002275",214,meme
2024-05-01,arbitrum-ecosystem,DOG,The Doge NFT,"$0,01262",242,meme
2024-05-01,arbitrum-ecosystem,LADYS,Milady Meme Coin,$0.061520,256,meme
2024-05-01,arbitrum-ecosystem,CAW,crow with knife,$0.061334,265,meme
2024-05-01,arbitrum-ecosystem,AIDOGE,ArbDoge AI,$0.093693,276,meme
2024-05-01,arbitrum-ecosystem,PEPE,Pepe,$0.056616,307,meme
2024-05-01,arbitrum-ecosystem,BONK,Bonk,"$0,00002275",314,meme
2024-05-01,arbitrum-ecosystem,DOG,The Doge NFT,"$0,01262",342,meme
2024-05-01,arbitrum-ecosystem,LADYS,Milady Meme Coin,$0.061520,356,meme
2024-05-01,arbitrum-ecosystem,CAW,crow with knife,$0.061334,365,meme
2024-05-01,arbitrum-ecosystem,AIDOGE,ArbDoge AI,$0.093693,376,meme
2024-05-01,arbitrum-ecosystem,PEPE,Pepe,$0.056616,407,meme
2024-05-01,arbitrum-ecosystem,BONK,Bonk,"$0,00002275",414,meme
2024-05-01,arbitrum-ecosystem,DOG,The Doge NFT,"$0,01262",442,meme
2024-05-01,arbitrum-ecosystem,LADYS,Milady Meme Coin,$0.061520,456,meme
2024-05-01,arbitrum-ecosystem,CAW,crow with knife,$0.061334,465,meme
2024-05-01,arbitrum-ecosystem,AIDOGE,ArbDoge AI,$0.093693,476,meme
2024-05-01,arbitrum-ecosystem,PEPE,Pepe,$0.056616,507,meme
2024-05-01,arbitrum-ecosystem,BONK,Bonk,"$0,00002275",514,meme
2024-05-01,arbitrum-ecosystem,DOG,The Doge NFT,"$0,01262",542,meme
2024-05-01,arbitrum-ecosystem,LADYS,Milady Meme Coin,$0.061520,556,meme
2024-05-01,arbitrum-ecosystem,CAW,crow with knife,$0.061334,565,meme
2024-05-01,arbitrum-ecosystem,AIDOGE,ArbDoge AI,$0.093693,576,meme
2024-05-01,arbitrum-ecosystem,PEPE,Pepe,$0.056616,607,meme
2024-05-01,arbitrum-ecosystem,BONK,Bonk,"$0,00002275",614,meme
2024-05-01,arbitrum-ecosystem,DOG,The Doge NFT,"$0,01262",642,meme
2024-05-01,arbitrum-ecosystem,LADYS,Milady Meme Coin,$0.061520,656,meme
2024-05-01,arbitrum-ecosystem,CAW,crow with knife,$0.061334,665,meme
2024-05-01,arbitrum-ecosystem,AIDOGE,ArbDoge AI,$0.093693,676,meme
2024-05-01,arbitrum-ecosystem,GRT,The Graph,"$0,2342",11,ia
2024-05-01,arbitrum-ecosystem,POND,Marlin,"$0,01791",52,ia
2024-05-01,arbitrum-ecosystem,GRT,The Graph,"$0,2342",111,ia
2024-05-01,arbitrum-ecosystem,POND,Marlin,"$0,01791",152,ia
2024-05-01,arbitrum-ecosystem,GRT,The Graph,"$0,2342",211,ia
2024-05-01,arbitrum-ecosystem,POND,Marlin,"$0,01791",252,ia
2024-05-01,arbitrum-ecosystem,GRT,The Graph,"$0,2342",311,ia
2024-05-01,arbitrum-ecosystem,POND,Marlin,"$0,01791",352,ia
2024-05-01,arbitrum-ecosystem,GRT,The Graph,"$0,2342",411,ia
2024-05-01,arbitrum-ecosystem,POND,Marlin,"$0,01791",452,ia
2024-05-01,arbitrum-ecosystem,GRT,The Graph,"$0,2342",511,ia
2024-05-01,arbitrum-ecosystem,POND,Marlin,"$0,01791",552,ia
2024-05-01,arbitrum-ecosystem,GRT,The Graph,"$0,2342",611,ia
2024-05-01,arbitrum-ecosystem,POND,Marlin,"$0,01791",652,ia
2024-05-01,arbitrum-ecosystem,XAI,Xai,"$0,6686",43,game
2024-05-01,arbitrum-ecosystem,MAGIC,Magic,"$0,7158",45,game
2024-05-01,arbitrum-ecosystem,DMT,Dream Machine Token,"$59,07",90,game
2024-05-01,arbitrum-ecosystem,TOPIA,HYCHAIN,"$0,03466",96,game
2024-05-01,arbitrum-ecosystem,AURY,Aurory,"$0,5365",98,game
2024-05-01,arbitrum-ecosystem,XAI,Xai,"$0,6686",143,game
2024-05-01,arbitrum-ecosystem,MAGIC,Magic,"$0,7158",145,game
2024-05-01,arbitrum-ecosystem,DMT,Dream Machine Token,"$59,07",190,game
2024-05-01,arbitrum-ecosystem,TOPIA,HYCHAIN,"$0,03466",196,game
2024-05-01,arbitrum-ecosystem,AURY,Aurory,"$0,5365",198,game
2024-05-01,arbitrum-ecosystem,XAI,Xai,"$0,6686",243,game
2024-05-01,arbitrum-ecosystem,MAGIC,Magic,"$0,7158",245,game
2024-05-01,arbitrum-ecosystem,DMT,Dream Machine Token,"$59,07",290,game
2024-05-01,arbitrum-ecosystem,TOPIA,HYCHAIN,"$0,03466",296,game
2024-05-01,arbitrum-ecosystem,AURY,Aurory,"$0,5365",298,game
2024-05-01,arbitrum-ecosystem,XAI,Xai,"$0,6686",343,game
2024-05-01,arbitrum-ecosystem,MAGIC,Magic,"$0,7158",345,game
2024-05-01,arbitrum-ecosystem,DMT,Dream Machine Token,"$59,07",390,game
2024-05-01,arbitrum-ecosystem,TOPIA,HYCHAIN,"$0,03466",396,game
2024-05-01,arbitrum-ecosystem,AURY,Aurory,"$0,5365",398,game
2024-05-01,arbitrum-ecosystem,XAI,Xai,"$0,6686",443,game
2024-05-01,arbitrum-ecosystem,MAGIC,Magic,"$0,7158",445,game
2024-05-01,arbitrum-ecosystem,DMT,Dream Machine Token,"$59,07",490,game
2024-05-01,arbitrum-ecosystem,TOPIA,HYCHAIN,"$0,03466",496,game
2024-05-01,arbitrum-ecosystem,AURY,Aurory,"$0,5365",498,game
2024-05-01,arbitrum-ecosystem,XAI,Xai,"$0,6686",543,game
2024-05-01,arbitrum-ecosystem,MAGIC,Magic,"$0,7158",545,game
2024-05-01,arbitrum-ecosystem,DMT,Dream Machine Token,"$59,07",590,game
2024-05-01,arbitrum-ecosystem,TOPIA,HYCHAIN,"$0,03466",596,game
2024-05-01,arbitrum-ecosystem,AURY,Aurory,"$0,5365",598,game
2024-05-01,arbitrum-ecosystem,XAI,Xai,"$0,6686",643,game
2024-05-01,arbitrum-ecosystem,MAGIC,Magic,"$0,7158",645,game
2024-05-01,arbitrum-ecosystem,DMT,Dream Machine Token,"$59,07",690,game
2024-05-01,arbitrum-ecosystem,TOPIA,HYCHAIN,"$0,03466",696,game
2024-05-01,arbitrum-ecosystem,AURY,Aurory,"$0,5365",698,game
2024-05-01,arbitrum-ecosystem,PENDLE,Pendle,"$4,19",28,rwa
2024-05-01,arbitrum-ecosystem,OPUL,Opulous,"$0,1447",78,rwa
2024-05-01,arbitrum-ecosystem,TRADE,Polytrade,"$1,16",87,rwa
2024-05-01,arbitrum-ecosystem,PENDLE,Pendle,"$4,19",128,rwa
2024-05-01,arbitrum-ecosystem,OPUL,Opulous,"$0,1447",178,rwa
2024-05-01,arbitrum-ecosystem,TRADE,Polytrade,"$1,16",187,rwa
2024-05-01,arbitrum-ecosystem,PENDLE,Pendle,"$4,19",228,rwa
2024-05-01,arbitrum-ecosystem,OPUL,Opulous,"$0,1447",278,rwa
2024-05-01,arbitrum-ecosystem,TRADE,Polytrade,"$1,16",287,rwa
2024-05-01,arbitrum-ecosystem,PENDLE,Pendle,"$4,19",328,rwa
2024-05-01,arbitrum-ecosystem,OPUL,Opulous,"$0,1447",378,rwa
2024-05-01,arbitrum-ecosystem,TRADE,Polytrade,"$1,16",387,rwa
2024-05-01,arbitrum-ecosystem,PENDLE,Pendle,"$4,19",428,rwa
2024-05-01,arbitrum-ecosystem,OPUL,Opulous,"$0,1447",478,rwa
2024-05-01,arbitrum-ecosystem,TRADE,Polytrade,"$1,16",487,rwa
2024-05-01,arbitrum-ecosystem,PENDLE,Pendle,"$4,19",528,rwa
2024-05-01,arbitrum-ecosystem,OPUL,Opulous,"$0,1447",578,rwa
2024-05-01,arbitrum-ecosystem,TRADE,Polytrade,"$1,16",587,rwa
2024-05-01,arbitrum-ecosystem,PENDLE,Pendle,"$4,19",628,rwa
2024-05-01,arbitrum-ecosystem,OPUL,Opulous,"$0,1447",678,rwa
2024-05-01,arbitrum-ecosystem,TRADE,Polytrade,"$1,16",687,rwa
2024-05-01,arbitrum-nova-ecosystem,ZOOMER,Zoomer,"$0,00001925",9,meme
2024-05-01,arbitrum-nova-ecosystem,AIUS,Arbius,"$74,79",7,ia
2024-05-01,arbitrum-nova-ecosystem,GG,Reboot,"$0,05393",6,game
2024-05-01,avalanche-ecosystem,COQ,Coq Inu,$0.052741,32,meme
2024-05-01,avalanche-ecosystem,KIMBO,Kimbo,"$0,0002555",81,meme
2024-05-01,avalanche-ecosystem,NOCHILL,AVAX HAS NO CHILL,"$0,008816",89,meme
2024-05-01,avalanche-ecosystem,AI,Any Inu,"$0,00002275",95,meme
2024-05-01,avalanche-ecosystem,TECH,NumberGoUpTech,"$0,0001299",96,meme
2024-05-01,avalanche-ecosystem,LINDA,Linda,"$0,00007870",99,meme
2024-05-01,avalanche-ecosystem,COQ,Coq Inu,$0.052741,132,meme
2024-05-01,avalanche-ecosystem,KIMBO,Kimbo,"$0,0002555",181,meme
2024-05-01,avalanche-ecosystem,NOCHILL,AVAX HAS NO CHILL,"$0,008816",189,meme
2024-05-01,avalanche-ecosystem,AI,Any Inu,"$0,00002275",195,meme
2024-05-01,avalanche-ecosystem,TECH,NumberGoUpTech,"$0,0001299",196,meme
2024-05-01,avalanche-ecosystem,LINDA,Linda,"$0,00007870",199,meme
2024-05-01,avalanche-ecosystem,COQ,Coq Inu,$0.052741,232,meme
2024-05-01,avalanche-ecosystem,KIMBO,Kimbo,"$0,0002555",281,meme
2024-05-01,avalanche-ecosystem,NOCHILL,AVAX HAS NO CHILL,"$0,008816",289,meme
2024-05-01,avalanche-ecosystem,AI,Any Inu,"$0,00002275",295,meme
2024-05-01,avalanche-ecosystem,TECH,NumberGoUpTech,"$0,0001299",296,meme
2024-05-01,avalanche-ecosystem,LINDA,Linda,"$0,00007870",299,meme
2024-05-01,avalanche-ecosystem,COQ,Coq Inu,$0.052741,332,meme
2024-05-01,avalanche-ecosystem,KIMBO,Kimbo,"$0,0002555",381,meme
2024-05-01,avalanche-ecosystem,NOCHILL,AVAX HAS NO CHILL,"$0,008816",389,meme
2024-05-01,avalanche-ecosystem,AI,Any Inu,"$0,00002275",395,meme
2024-05-01,avalanche-ecosystem,TECH,NumberGoUpTech,"$0,0001299",396,meme
2024-05-01,avalanche-ecosystem,LINDA,Linda,"$0,00007870",399,meme
2024-05-01,avalanche-ecosystem,COQ,Coq Inu,$0.052741,432,meme
2024-05-01,avalanche-ecosystem,KIMBO,Kimbo,"$0,0002555",481,meme
2024-05-01,avalanche-ecosystem,NOCHILL,AVAX HAS NO CHILL,"$0,008816",489,meme
2024-05-01,avalanche-ecosystem,AI,Any Inu,"$0,00002275",495,meme
2024-05-01,avalanche-ecosystem,TECH,NumberGoUpTech,"$0,0001299",496,meme
2024-05-01,avalanche-ecosystem,LINDA,Linda,"$0,00007870",499,meme
2024-05-01,avalanche-ecosystem,GRT,The Graph,"$0,2336",10,ia
2024-05-01,avalanche-ecosystem,CQT,Covalent,"$0,1898",41,ia
2024-05-01,avalanche-ecosystem,ALEPH,Aleph.im,"$0,2622",57,ia
2024-05-01,avalanche-ecosystem,GRT,The Graph,"$0,2336",110,ia
2024-05-01,avalanche-ecosystem,CQT,Covalent,"$0,1898",141,ia
2024-05-01,avalanche-ecosystem,ALEPH,Aleph.im,"$0,2622",157,ia
2024-05-01,avalanche-ecosystem,GRT,The Graph,"$0,2336",210,ia
2024-05-01,avalanche-ecosystem,CQT,Covalent,"$0,1898",241,ia
2024-05-01,avalanche-ecosystem,ALEPH,Aleph.im,"$0,2622",257,ia
2024-05-01,avalanche-ecosystem,GRT,The Graph,"$0,2336",310,ia
2024-05-01,avalanche-ecosystem,CQT,Covalent,"$0,1898",341,ia
2024-05-01,avalanche-ecosystem,ALEPH,Aleph.im,"$0,2622",357,ia
2024-05-01,avalanche-ecosystem,GRT,The Graph,"$0,2336",410,ia
2024-05-01,avalanche-ecosystem,CQT,Covalent,"$0,1898",441,ia
2024-05-01,avalanche-ecosystem,ALEPH,Aleph.im,"$0,2622",457,ia
2024-05-01,avalanche-ecosystem,SHRAP,Shrapnel,"$0,1284",53,game
2024-05-01,avalanche-ecosystem,DEP,DEAPCOIN,"$0,001789",60,game
2024-05-01,avalanche-ecosystem,ALU,Altura,"$0,04217",67,game
2024-05-01,avalanche-ecosystem,RST,Raini Studios Token,"$0,04408",71,game
2024-05-01,avalanche-ecosystem,XETA,XANA,"$0,008477",78,game
2024-05-01,avalanche-ecosystem,3ULL,PLAYA3ULL GAMES,"$0,001865",80,game
2024-05-01,avalanche-ecosystem,FITFI,Step App,"$0,006392",82,game
2024-05-01,avalanche-ecosystem,JEWEL,DeFi Kingdoms,"$0,1379",83,game
2024-05-01,avalanche-ecosystem,DOMI,Domi,"$0,03170",93,game
2024-05-01,avalanche-ecosystem,SHRAP,Shrapnel,"$0,1284",153,game
2024-05-01,avalanche-ecosystem,DEP,DEAPCOIN,"$0,001789",160,game
2024-05-01,avalanche-ecosystem,ALU,Altura,"$0,04217",167,game
2024-05-01,avalanche-ecosystem,RST,Raini Studios Token,"$0,04408",171,game
2024-05-01,avalanche-ecosystem,XETA,XANA,"$0,008477",178,game
2024-05-01,avalanche-ecosystem,3ULL,PLAYA3ULL GAMES,"$0,001865",180,game
2024-05-01,avalanche-ecosystem,FITFI,Step App,"$0,006392",182,game
2024-05-01,avalanche-ecosystem,JEWEL,DeFi Kingdoms,"$0,1379",183,game
2024-05-01,avalanche-ecosystem,DOMI,Domi,"$0,03170",193,game
2024-05-01,avalanche-ecosystem,SHRAP,Shrapnel,"$0,1284",253,game
2024-05-01,avalanche-ecosystem,DEP,DEAPCOIN,"$0,001789",260,game
2024-05-01,avalanche-ecosystem,ALU,Altura,"$0,04217",267,game
2024-05-01,avalanche-ecosystem,RST,Raini Studios Token,"$0,04408",271,game
2024-05-01,avalanche-ecosystem,XETA,XANA,"$0,008477",278,game
2024-05-01,avalanche-ecosystem,3ULL,PLAYA3ULL GAMES,"$0,001865",280,game
2024-05-01,avalanche-ecosystem,FITFI,Step App,"$0,006392",282,game
2024-05-01,avalanche-ecosystem,JEWEL,DeFi Kingdoms,"$0,1379",283,game
2024-05-01,avalanche-ecosystem,DOMI,Domi,"$0,03170",293,game
2024-05-01,avalanche-ecosystem,SHRAP,Shrapnel,"$0,1284",353,game
2024-05-01,avalanche-ecosystem,DEP,DEAPCOIN,"$0,001789",360,game
2024-05-01,avalanche-ecosystem,ALU,Altura,"$0,04217",367,game
2024-05-01,avalanche-ecosystem,RST,Raini Studios Token,"$0,04408",371,game
2024-05-01,avalanche-ecosystem,XETA,XANA,"$0,008477",378,game
2024-05-01,avalanche-ecosystem,3ULL,PLAYA3ULL GAMES,"$0,001865",380,game
2024-05-01,avalanche-ecosystem,FITFI,Step App,"$0,006392",382,game
2024-05-01,avalanche-ecosystem,JEWEL,DeFi Kingdoms,"$0,1379",383,game
2024-05-01,avalanche-ecosystem,DOMI,Domi,"$0,03170",393,game
2024-05-01,avalanche-ecosystem,SHRAP,Shrapnel,"$0,1284",453,game
2024-05-01,avalanche-ecosystem,DEP,DEAPCOIN,"$0,001789",460,game
2024-05-01,avalanche-ecosystem,ALU,Altura,"$0,04217",467,game
2024-05-01,avalanche-ecosystem,RST,Raini Studios Token,"$0,04408",471,game
2024-05-01,avalanche-ecosystem,XETA,XANA,"$0,008477",478,game
2024-05-01,avalanche-ecosystem,3ULL,PLAYA3ULL GAMES,"$0,001865",480,game
2024-05-01,avalanche-ecosystem,FITFI,Step App,"$0,006392",482,game
2024-05-01,avalanche-ecosystem,JEWEL,DeFi Kingdoms,"$0,1379",483,game
2024-05-01,avalanche-ecosystem,DOMI,Domi,"$0,03170",493,game
2024-05-01,avalanche-ecosystem,PENDLE,Pendle,"$4,19",21,rwa
2024-05-01,avalanche-ecosystem,NXRA,AllianceBlock Nexera,"$0,1268",45,rwa
2024-05-01,avalanche-ecosystem,DEXTF,Domani Protocol,"$0,1670",92,rwa
2024-05-01,avalanche-ecosystem,PENDLE,Pendle,"$4,19",121,rwa
2024-05-01,avalanche-ecosystem,NXRA,AllianceBlock Nexera,"$0,1268",145,rwa
2024-05-01,avalanche-ecosystem,DEXTF,Domani Protocol,"$0,1670",192,rwa
2024-05-01,avalanche-ecosystem,PENDLE,Pendle,"$4,19",221,rwa
2024-05-01,avalanche-ecosystem,NXRA,AllianceBlock Nexera,"$0,1268",245,rwa
2024-05-01,avalanche-ecosystem,DEXTF,Domani Protocol,"$0,1670",292,rwa
2024-05-01,avalanche-ecosystem,PENDLE,Pendle,"$4,19",321,rwa
2024-05-01,avalanche-ecosystem,NXRA,AllianceBlock Nexera,"$0,1268",345,rwa
2024-05-01,avalanche-ecosystem,DEXTF,Domani Protocol,"$0,1670",392,rwa
2024-05-01,avalanche-ecosystem,PENDLE,Pendle,"$4,19",421,rwa
2024-05-01,avalanche-ecosystem,NXRA,AllianceBlock Nexera,"$0,1268",445,rwa
2024-05-01,avalanche-ecosystem,DEXTF,Domani Protocol,"$0,1670",492,rwa
2024-05-01,base-ecosystem,BRETT,Brett,"$0,03547",10,meme
2024-05-01,base-ecosystem,DEGEN,Degen (Base),"$0,01881",12,meme
2024-05-01,base-ecosystem,MOG,Mog Coin,$0.065291,14,meme
2024-05-01,base-ecosystem,DOG,The Doge NFT,"$0,01262",16,meme
2024-05-01,base-ecosystem,TOSHI,Toshi,"$0,0003054",22,meme
2024-05-01,base-ecosystem,CAW,crow with knife,$0.061334,25,meme
2024-05-01,base-ecosystem,MFER,mfercoin,"$0,05048",33,meme
2024-05-01,base-ecosystem,NORMIE,NORMIE,"$0,04584",35,meme
2024-05-01,base-ecosystem,HIGHER,higher,"$0,02651",40,meme
2024-05-01,base-ecosystem,MOCHI,Mochi,"$0,00002360",41,meme
2024-05-01,base-ecosystem,DOGINME,doginme,"$0,0003328",45,meme
2024-05-01,base-ecosystem,VINU,Vita Inu,$0.072067,46,meme
2024-05-01,base-ecosystem,TYBG,Base God,"$0,0001335",48,meme
2024-05-01,base-ecosystem,BYTE,Byte,"$0,00001698",49,meme
2024-05-01,base-ecosystem,OMNI,OmniCat,"$0,0003780",50,meme
2024-05-01,base-ecosystem,COINYE,Coinye West,"$0,01526",55,meme
2024-05-01,base-ecosystem,RFKJ,Independence Token,"$0,0003057",62,meme
2024-05-01,base-ecosystem,AI,Any Inu,"$0,00002278",65,meme
2024-05-01,base-ecosystem,CHOMP,ChompCoin,"$0,07817",70,meme
2024-05-01,base-ecosystem,KIBSHI,KiboShib,$0.056552,74,meme
2024-05-01,base-ecosystem,SPX,SPX6900,"$0,006396",75,meme
2024-05-01,base-ecosystem,DOGEGF,DogeGF,$0.092006,77,meme
2024-05-01,base-ecosystem,WGC,Wild Goat Coin,"$0,00006606",90,meme
2024-05-01,base-ecosystem,$HOKK,Hokkaidu Inu,$0.0102003,94,meme
2024-05-01,base-ecosystem,ANIME,Anime,"$0,001704",96,meme
2024-05-01,base-ecosystem,PONCHO,Poncho,"$0,1607",97,meme
2024-05-01,base-ecosystem,BRETT,Brett,"$0,03547",110,meme
2024-05-01,base-ecosystem,DEGEN,Degen (Base),"$0,01881",112,meme
2024-05-01,base-ecosystem,MOG,Mog Coin,$0.065291,114,meme
2024-05-01,base-ecosystem,DOG,The Doge NFT,"$0,01262",116,meme
2024-05-01,base-ecosystem,TOSHI,Toshi,"$0,0003054",122,meme
2024-05-01,base-ecosystem,CAW,crow with knife,$0.061334,125,meme
2024-05-01,base-ecosystem,MFER,mfercoin,"$0,05048",133,meme
2024-05-01,base-ecosystem,NORMIE,NORMIE,"$0,04584",135,meme
2024-05-01,base-ecosystem,HIGHER,higher,"$0,02651",140,meme
2024-05-01,base-ecosystem,MOCHI,Mochi,"$0,00002360",141,meme
2024-05-01,base-ecosystem,DOGINME,doginme,"$0,0003328",145,meme
2024-05-01,base-ecosystem,VINU,Vita Inu,$0.072067,146,meme
2024-05-01,base-ecosystem,TYBG,Base God,"$0,0001335",148,meme
2024-05-01,base-ecosystem,BYTE,Byte,"$0,00001698",149,meme
2024-05-01,base-ecosystem,OMNI,OmniCat,"$0,0003780",150,meme
2024-05-01,base-ecosystem,COINYE,Coinye West,"$0,01526",155,meme
2024-05-01,base-ecosystem,RFKJ,Independence Token,"$0,0003057",162,meme
2024-05-01,base-ecosystem,AI,Any Inu,"$0,00002278",165,meme
2024-05-01,base-ecosystem,CHOMP,ChompCoin,"$0,07817",170,meme
2024-05-01,base-ecosystem,KIBSHI,KiboShib,$0.056552,174,meme
2024-05-01,base-ecosystem,SPX,SPX6900,"$0,006396",175,meme
2024-05-01,base-ecosystem,DOGEGF,DogeGF,$0.092006,177,meme
2024-05-01,base-ecosystem,WGC,Wild Goat Coin,"$0,00006606",190,meme
2024-05-01,base-ecosystem,$HOKK,Hokkaidu Inu,$0.0102003,194,meme
2024-05-01,base-ecosystem,ANIME,Anime,"$0,001704",196,meme
2024-05-01,base-ecosystem,PONCHO,Poncho,"$0,1607",197,meme
2024-05-01,base-ecosystem,BRETT,Brett,"$0,03547",210,meme
2024-05-01,base-ecosystem,DEGEN,Degen (Base),"$0,01881",212,meme
2024-05-01,base-ecosystem,MOG,Mog Coin,$0.065291,214,meme
2024-05-01,base-ecosystem,DOG,The Doge NFT,"$0,01262",216,meme
2024-05-01,base-ecosystem,TOSHI,Toshi,"$0,0003054",222,meme
2024-05-01,base-ecosystem,CAW,crow with knife,$0.061334,225,meme
2024-05-01,base-ecosystem,MFER,mfercoin,"$0,05048",233,meme
2024-05-01,base-ecosystem,NORMIE,NORMIE,"$0,04584",235,meme
2024-05-01,base-ecosystem,HIGHER,higher,"$0,02651",240,meme
2024-05-01,base-ecosystem,MOCHI,Mochi,"$0,00002360",241,meme
2024-05-01,base-ecosystem,DOGINME,doginme,"$0,0003328",245,meme
2024-05-01,base-ecosystem,VINU,Vita Inu,$0.072067,246,meme
2024-05-01,base-ecosystem,TYBG,Base God,"$0,0001335",248,meme
2024-05-01,base-ecosystem,BYTE,Byte,"$0,00001698",249,meme
2024-05-01,base-ecosystem,OMNI,OmniCat,"$0,0003780",250,meme
2024-05-01,base-ecosystem,COINYE,Coinye West,"$0,01526",255,meme
2024-05-01,base-ecosystem,RFKJ,Independence Token,"$0,0003057",262,meme
2024-05-01,base-ecosystem,AI,Any Inu,"$0,00002278",265,meme
2024-05-01,base-ecosystem,CHOMP,ChompCoin,"$0,07817",270,meme
2024-05-01,base-ecosystem,KIBSHI,KiboShib,$0.056552,274,meme
2024-05-01,base-ecosystem,SPX,SPX6900,"$0,006396",275,meme
2024-05-01,base-ecosystem,DOGEGF,DogeGF,$0.092006,277,meme
2024-05-01,base-ecosystem,WGC,Wild Goat Coin,"$0,00006606",290,meme
2024-05-01,base-ecosystem,$HOKK,Hokkaidu Inu,$0.0102003,294,meme
2024-05-01,base-ecosystem,ANIME,Anime,"$0,001704",296,meme
2024-05-01,base-ecosystem,PONCHO,Poncho,"$0,1607",297,meme
2024-05-01,base-ecosystem,BRETT,Brett,"$0,03547",310,meme
2024-05-01,base-ecosystem,DEGEN,Degen (Base),"$0,01881",312,meme
2024-05-01,base-ecosystem,MOG,Mog Coin,$0.065291,314,meme
2024-05-01,base-ecosystem,DOG,The Doge NFT,"$0,01262",316,meme
2024-05-01,base-ecosystem,TOSHI,Toshi,"$0,0003054",322,meme
2024-05-01,base-ecosystem,CAW,crow with knife,$0.061334,325,meme
2024-05-01,base-ecosystem,MFER,mfercoin,"$0,05048",333,meme
2024-05-01,base-ecosystem,NORMIE,NORMIE,"$0,04584",335,meme
2024-05-01,base-ecosystem,HIGHER,higher,"$0,02651",340,meme
2024-05-01,base-ecosystem,MOCHI,Mochi,"$0,00002360",341,meme
2024-05-01,base-ecosystem,DOGINME,doginme,"$0,0003328",345,meme
2024-05-01,base-ecosystem,VINU,Vita Inu,$0.072067,346,meme
2024-05-01,base-ecosystem,TYBG,Base God,"$0,0001335",348,meme
2024-05-01,base-ecosystem,BYTE,Byte,"$0,00001698",349,meme
2024-05-01,base-ecosystem,OMNI,OmniCat,"$0,0003780",350,meme
2024-05-01,base-ecosystem,COINYE,Coinye West,"$0,01526",355,meme
2024-05-01,base-ecosystem,RFKJ,Independence Token,"$0,0003057",362,meme
2024-05-01,base-ecosystem,AI,Any Inu,"$0,00002278",365,meme
2024-05-01,base-ecosystem,CHOMP,ChompCoin,"$0,07817",370,meme
2024-05-01,base-ecosystem,KIBSHI,KiboShib,$0.056552,374,meme
2024-05-01,base-ecosystem,SPX,SPX6900,"$0,006396",375,meme
2024-05-01,base-ecosystem,DOGEGF,DogeGF,$0.092006,377,meme
2024-05-01,base-ecosystem,WGC,Wild Goat Coin,"$0,00006606",390,meme
2024-05-01,base-ecosystem,$HOKK,Hokkaidu Inu,$0.0102003,394,meme
2024-05-01,base-ecosystem,ANIME,Anime,"$0,001704",396,meme
2024-05-01,base-ecosystem,PONCHO,Poncho,"$0,1607",397,meme
2024-05-01,base-ecosystem,BRETT,Brett,"$0,03547",410,meme
2024-05-01,base-ecosystem,DEGEN,Degen (Base),"$0,01881",412,meme
2024-05-01,base-ecosystem,MOG,Mog Coin,$0.065291,414,meme
2024-05-01,base-ecosystem,DOG,The Doge NFT,"$0,01262",416,meme
2024-05-01,base-ecosystem,TOSHI,Toshi,"$0,0003054",422,meme
2024-05-01,base-ecosystem,CAW,crow with knife,$0.061334,425,meme
2024-05-01,base-ecosystem,MFER,mfercoin,"$0,05048",433,meme
2024-05-01,base-ecosystem,NORMIE,NORMIE,"$0,04584",435,meme
2024-05-01,base-ecosystem,HIGHER,higher,"$0,02651",440,meme
2024-05-01,base-ecosystem,MOCHI,Mochi,"$0,00002360",441,meme
2024-05-01,base-ecosystem,DOGINME,doginme,"$0,0003328",445,meme
2024-05-01,base-ecosystem,VINU,Vita Inu,$0.072067,446,meme
2024-05-01,base-ecosystem,TYBG,Base God,"$0,0001335",448,meme
2024-05-01,base-ecosystem,BYTE,Byte,"$0,00001698",449,meme
2024-05-01,base-ecosystem,OMNI,OmniCat,"$0,0003780",450,meme
2024-05-01,base-ecosystem,COINYE,Coinye West,"$0,01526",455,meme
